0.00000e+000	0.00000e+000	1.85156e-005
0.00000e+000	2.50000e-003	1.45313e-004
0.00000e+000	7.50000e-003	1.73832e-004
0.00000e+000	1.25000e-002	2.57509e-004
0.00000e+000	1.75000e-002	3.61161e-004
0.00000e+000	2.25000e-002	4.73169e-004
0.00000e+000	2.75000e-002	5.86567e-004
0.00000e+000	3.25000e-002	6.97020e-004
0.00000e+000	3.75000e-002	8.02024e-004
0.00000e+000	4.25000e-002	9.00347e-004
0.00000e+000	4.75000e-002	9.91444e-004
0.00000e+000	5.25000e-002	1.07507e-003
0.00000e+000	5.75000e-002	1.15113e-003
0.00000e+000	6.25000e-002	1.21958e-003
0.00000e+000	6.75000e-002	1.28040e-003
0.00000e+000	7.25000e-002	1.33361e-003
0.00000e+000	7.75000e-002	1.37921e-003
0.00000e+000	8.25000e-002	1.41722e-003
0.00000e+000	8.75000e-002	1.44767e-003
0.00000e+000	9.25000e-002	1.47056e-003
0.00000e+000	9.75000e-002	1.48592e-003
0.00000e+000	1.02500e-001	1.49377e-003
0.00000e+000	1.07500e-001	1.49412e-003
0.00000e+000	1.12500e-001	1.48701e-003
0.00000e+000	1.17500e-001	1.47243e-003
0.00000e+000	1.22500e-001	1.45043e-003
0.00000e+000	1.27500e-001	1.42100e-003
0.00000e+000	1.32500e-001	1.38418e-003
0.00000e+000	1.37500e-001	1.33998e-003
0.00000e+000	1.42500e-001	1.28841e-003
0.00000e+000	1.47500e-001	1.22947e-003
0.00000e+000	1.52500e-001	1.16316e-003
0.00000e+000	1.57500e-001	1.08943e-003
0.00000e+000	1.62500e-001	1.00819e-003
0.00000e+000	1.67500e-001	9.19190e-004
0.00000e+000	1.72500e-001	8.21905e-004
0.00000e+000	1.77500e-001	7.15106e-004
0.00000e+000	1.82500e-001	5.96289e-004
0.00000e+000	1.87500e-001	4.61106e-004
0.00000e+000	1.92500e-001	3.02576e-004
0.00000e+000	1.97500e-001	1.28509e-004

8.33333e-002	0.00000e+000	5.00000e-004
8.33333e-002	2.50000e-003	1.00000e-003
8.33333e-002	7.50000e-003	7.36607e-004
8.33333e-002	1.25000e-002	6.03033e-004
8.33333e-002	1.75000e-002	5.41867e-004
8.33333e-002	2.25000e-002	5.29506e-004
8.33333e-002	2.75000e-002	5.45192e-004
8.33333e-002	3.25000e-002	5.73259e-004
8.33333e-002	3.75000e-002	6.05019e-004
8.33333e-002	4.25000e-002	6.37291e-004
8.33333e-002	4.75000e-002	6.69072e-004
8.33333e-002	5.25000e-002	7.00021e-004
8.33333e-002	5.75000e-002	7.30038e-004
8.33333e-002	6.25000e-002	7.59155e-004
8.33333e-002	6.75000e-002	7.87479e-004
8.33333e-002	7.25000e-002	8.15179e-004
8.33333e-002	7.75000e-002	8.42451e-004
8.33333e-002	8.25000e-002	8.69479e-004
8.33333e-002	8.75000e-002	8.96316e-004
8.33333e-002	9.25000e-002	9.22569e-004
8.33333e-002	9.75000e-002	9.48363e-004
8.33333e-002	1.02500e-001	9.74042e-004
8.33333e-002	1.07500e-001	1.00001e-003
8.33333e-002	1.12500e-001	1.02658e-003
8.33333e-002	1.17500e-001	1.05394e-003
8.33333e-002	1.22500e-001	1.08173e-003
8.33333e-002	1.27500e-001	1.10998e-003
8.33333e-002	1.32500e-001	1.13885e-003
8.33333e-002	1.37500e-001	1.16853e-003
8.33333e-002	1.42500e-001	1.19918e-003
8.33333e-002	1.47500e-001	1.23093e-003
8.33333e-002	1.52500e-001	1.26385e-003
8.33333e-002	1.57500e-001	1.29793e-003
8.33333e-002	1.62500e-001	1.33307e-003
8.33333e-002	1.67500e-001	1.36893e-003
8.33333e-002	1.72500e-001	1.40454e-003
8.33333e-002	1.77500e-001	1.43677e-003
8.33333e-002	1.82500e-001	1.45665e-003
8.33333e-002	1.87500e-001	1.44811e-003
8.33333e-002	1.92500e-001	1.39041e-003
8.33333e-002	1.97500e-001	7.60200e-004

2.50000e-001	0.00000e+000	1.39770e-004
2.50000e-001	2.50000e-003	6.84392e-004
2.50000e-001	7.50000e-003	1.12678e-003
2.50000e-001	1.25000e-002	1.51550e-003
2.50000e-001	1.75000e-002	1.87652e-003
2.50000e-001	2.25000e-002	2.20842e-003
2.50000e-001	2.75000e-002	2.51207e-003
2.50000e-001	3.25000e-002	2.78873e-003
2.50000e-001	3.75000e-002	3.03702e-003
2.50000e-001	4.25000e-002	3.25243e-003
2.50000e-001	4.75000e-002	3.42832e-003
2.50000e-001	5.25000e-002	3.55677e-003
2.50000e-001	5.75000e-002	3.62883e-003
2.50000e-001	6.25000e-002	3.63455e-003
2.50000e-001	6.75000e-002	3.56286e-003
2.50000e-001	7.25000e-002	3.40139e-003
2.50000e-001	7.75000e-002	3.13617e-003
2.50000e-001	8.25000e-002	2.75114e-003
2.50000e-001	8.75000e-002	2.22759e-003
2.50000e-001	9.25000e-002	1.70421e-003
2.50000e-001	9.75000e-002	1.18098e-003
2.50000e-001	1.02500e-001	6.57856e-004
2.50000e-001	1.07500e-001	1.34792e-004
2.50000e-001	1.12500e-001	-3.88249e-004
2.50000e-001	1.17500e-001	-9.11307e-004
2.50000e-001	1.22500e-001	-1.29850e-003
2.50000e-001	1.27500e-001	-1.56764e-003
2.50000e-001	1.32500e-001	-1.73414e-003
2.50000e-001	1.37500e-001	-1.81147e-003
2.50000e-001	1.42500e-001	-1.81163e-003
2.50000e-001	1.47500e-001	-1.74539e-003
2.50000e-001	1.52500e-001	-1.62262e-003
2.50000e-001	1.57500e-001	-1.45246e-003
2.50000e-001	1.62500e-001	-1.24379e-003
2.50000e-001	1.67500e-001	-1.00592e-003
2.50000e-001	1.72500e-001	-7.49435e-004
2.50000e-001	1.77500e-001	-4.86359e-004
2.50000e-001	1.82500e-001	-2.30517e-004
2.50000e-001	1.87500e-001	-1.89859e-006
2.50000e-001	1.92500e-001	1.32988e-004
2.50000e-001	1.97500e-001	-1.13824e-004

4.16667e-001	0.00000e+000	1.18303e-004
4.16667e-001	2.50000e-003	6.03033e-004
4.16667e-001	7.50000e-003	9.83274e-004
4.16667e-001	1.25000e-002	1.29706e-003
4.16667e-001	1.75000e-002	1.54926e-003
4.16667e-001	2.25000e-002	1.73439e-003
4.16667e-001	2.75000e-002	1.86708e-003
4.16667e-001	3.25000e-002	1.96533e-003
4.16667e-001	3.75000e-002	2.03876e-003
4.16667e-001	4.25000e-002	2.08846e-003
4.16667e-001	4.75000e-002	2.11279e-003
4.16667e-001	5.25000e-002	2.11011e-003
4.16667e-001	5.75000e-002	2.07952e-003
4.16667e-001	6.25000e-002	2.02100e-003
4.16667e-001	6.75000e-002	1.93545e-003
4.16667e-001	7.25000e-002	1.82468e-003
4.16667e-001	7.75000e-002	1.69124e-003
4.16667e-001	8.25000e-002	1.53813e-003
4.16667e-001	8.75000e-002	1.36971e-003
4.16667e-001	9.25000e-002	1.19174e-003
4.16667e-001	9.75000e-002	1.00882e-003
4.16667e-001	1.02500e-001	8.24915e-004
4.16667e-001	1.07500e-001	6.43686e-004
4.16667e-001	1.12500e-001	4.68451e-004
4.16667e-001	1.17500e-001	3.03318e-004
4.16667e-001	1.22500e-001	1.53782e-004
4.16667e-001	1.27500e-001	2.43196e-005
4.16667e-001	1.32500e-001	-8.14460e-005
4.16667e-001	1.37500e-001	-1.60754e-004
4.16667e-001	1.42500e-001	-2.11746e-004
4.16667e-001	1.47500e-001	-2.33499e-004
4.16667e-001	1.52500e-001	-2.26065e-004
4.16667e-001	1.57500e-001	-1.90579e-004
4.16667e-001	1.62500e-001	-1.29592e-004
4.16667e-001	1.67500e-001	-4.84374e-005
4.16667e-001	1.72500e-001	4.18459e-005
4.16667e-001	1.77500e-001	1.26036e-004
4.16667e-001	1.82500e-001	1.93854e-004
4.16667e-001	1.87500e-001	2.42583e-004
4.16667e-001	1.92500e-001	2.34558e-004
4.16667e-001	1.97500e-001	-5.44869e-005

5.83333e-001	0.00000e+000	2.70833e-004
5.83333e-001	2.50000e-003	1.24857e-003
5.83333e-001	7.50000e-003	1.28448e-003
5.83333e-001	1.25000e-002	1.13775e-003
5.83333e-001	1.75000e-002	9.14904e-004
5.83333e-001	2.25000e-002	6.52098e-004
5.83333e-001	2.75000e-002	3.69473e-004
5.83333e-001	3.25000e-002	7.81260e-005
5.83333e-001	3.75000e-002	-2.14337e-004
5.83333e-001	4.25000e-002	-5.01700e-004
5.83333e-001	4.75000e-002	-7.78019e-004
5.83333e-001	5.25000e-002	-1.03700e-003
5.83333e-001	5.75000e-002	-1.27168e-003
5.83333e-001	6.25000e-002	-1.47423e-003
5.83333e-001	6.75000e-002	-1.63594e-003
5.83333e-001	7.25000e-002	-1.74728e-003
5.83333e-001	7.75000e-002	-1.79787e-003
5.83333e-001	8.25000e-002	-1.61551e-003
5.83333e-001	8.75000e-002	-1.16126e-003
5.83333e-001	9.25000e-002	-7.10858e-004
5.83333e-001	9.75000e-002	-2.62527e-004
5.83333e-001	1.02500e-001	1.85567e-004
5.83333e-001	1.07500e-001	6.35263e-004
5.83333e-001	1.12500e-001	1.22432e-003
5.83333e-001	1.17500e-001	1.93677e-003
5.83333e-001	1.22500e-001	2.48716e-003
5.83333e-001	1.27500e-001	2.89924e-003
5.83333e-001	1.32500e-001	3.19327e-003
5.83333e-001	1.37500e-001	3.38662e-003
5.83333e-001	1.42500e-001	3.49435e-003
5.83333e-001	1.47500e-001	3.52954e-003
5.83333e-001	1.52500e-001	3.50349e-003
5.83333e-001	1.57500e-001	3.42575e-003
5.83333e-001	1.62500e-001	3.30411e-003
5.83333e-001	1.67500e-001	3.14443e-003
